Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
2835,b13,"50RMPD",D,"Richmond Police Dispatch",Law Dispatch,"Macomb County (50) Northern Public Safety"
2838,b16,"50RMSE",D,"Richmond Police Special Events",Law Tac,"Macomb County (50) Northern Public Safety"
2839,b17,"50ARFD",D,"Armada Twp. and Armada Village Fire Dispatch",Fire Dispatch,"Macomb County (50) Northern Public Safety"
2841,b19,"50MSEM1",D,"Medstar Ambulance 911 Dispatch",EMS Dispatch,"Macomb County (50) EMS"
2842,b1a,"50MSEM2",D,"Medstar Ambulance EMS Transport Dispatch",EMS Dispatch,"Macomb County (50) EMS"
2843,b1b,"50FIRE1",D,"Countywide Fire Scene 1",Fire-Tac,"Macomb County (50) Fire"
2844,b1c,"50FIRE2",D,"Countywide Fire Scene 2",Fire-Tac,"Macomb County (50) Fire"
2846,b1e,"50DET",D,"Sheriff Detectives",Law Talk,"Macomb County (50) Law Enforcement"
2849,b21,"50WTFD1",D,"Washington Twp. Fire Dispatch",Fire Dispatch,"Macomb County (50) Northern Public Safety"
2850,b22,"50WTCOM",D,"Washington Twp. Common",Interop,"Macomb County (50) Northern Public Safety"
2852,b24,"50F911",D,"Fire Dispatch",Fire Dispatch,"Macomb County (50) Fire"
2854,b26,"82EWP911",D,"CEW Police Dispatch",Law Dispatch,"Wayne County (82) Conference of Eastern Wayne: Law Enforcement"
2855,b27,"50RTFD",D,"Ray Twp. Fire Dispatch",Fire Dispatch,"Macomb County (50) Northern Public Safety"
2856,b28,"50MTFD3",D,"Macomb Twp. Fire Fireground 3",Fire-Tac,"Macomb County (50) Southern Public Safety"
2857,b29,"50UTFD1",D,"Utica Fire Dispatch",Fire Dispatch,"Macomb County (50) Southern Public Safety"
2864,b30,"562DPW",D,"Marysville DPW",Public Works,"St. Clair County (74) Municipal Government"
2865,b31,"GAMECID",DE,"Gaming Division - CID",Law Tac,"State Gaming Control Board"
2867,b33,"74PD573",D,"Memphis Police: Proprietary",Law Talk,"St. Clair County (74) Law Enforcement"
2868,b34,"RLEMS1",D,"Richmond-Lenox EMS Dispatch",EMS Dispatch,"Macomb County (50) EMS"
2869,b35,"50MASH2",DE,"Sheriff Secondary",Law Talk,"Macomb County (50) Law Enforcement"
2870,b36,"50MASH3",D,"Sheriff Ch-3",Law Talk,"Macomb County (50) Law Enforcement"
2871,b37,"50COURT",D,"Court Officers and Services",Law Talk,"Macomb County (50) Law Enforcement"
2872,b38,"50CTPD",D,"Clinton Twp. Police Dispatch",Law Dispatch,"Macomb County (50) Southern Public Safety"
2873,b39,"50STATION 11",D,"Station 11",Law Talk,"Macomb County (50) Law Enforcement"
2874,b3a,"50PD613",D,"New Haven Police Dispatch",Law Dispatch,"Macomb County (50) Northern Public Safety"
2875,b3b,"50EPSS",D,"Police Dispatch Eastpointe, St. Clair Shores",Law Dispatch,"Macomb County (50) SERESA"
2876,b3c,"50METROPARKS",D,"Eastern District Dispatch: Stations 2 and 9",Law Talk,"Huron-Clinton Metroparks Authority"
2877,b3d,"SERESA LAW 2",D,"Police Secondary Dispatch Eastpointe, St. Clair Shores",Law Dispatch,"Macomb County (50) SERESA"
2878,b3e,"50FRPD",D,"Fraser Public Safety Police",Law Tac,"Macomb County (50) SERESA"
2879,b3f,"SERESA LAW 3",D,"Police Dispatch Roseville, Fraser",Law Dispatch,"Macomb County (50) SERESA"
2880,b40,"50SHPD",D,"Police Dispatch",Law Dispatch,"Macomb County (50) Sterling Heights"
2881,b41,"50UTPD",D,"Utica Police Dispatch",Law Dispatch,"Macomb County (50) Southern Public Safety"
2882,b42,"50MCCPD",D,"Police Dispatch",Law Dispatch,"Macomb County (50) Macomb Community College"
2883,b43,"NSRPD2",D,"Norfolk Southern 2",Law Tac,"Railroad Police"
2884,b44,"NSRPD3",D,"Norfolk Southern 3",Law Tac,"Railroad Police"
2885,b45,"NSRPD4",D,"Norfolk Southern 4",Law Tac,"Railroad Police"
2886,b46,"63THC",D,"Total Health Care: Dispatch",EMS Dispatch,"Oakland County (63)"
2887,b47,"50EOC1",De,"Emergency Operations Center 1",Emergency Ops,"Macomb County (50) Fire"
2888,b48,"50EOC2",De,"Emergency Operations Center 2",Emergency Ops,"Macomb County (50) Fire"
2890,b4a,"50SCFD",D,"St. Clair Shores Fire (Commonly refered to as Shores Primary)",Fire-Tac,"Macomb County (50) SERESA"
2891,b4b,"50SHFD",D,"Fire Dispatch",Fire Dispatch,"Macomb County (50) Sterling Heights"
2892,b4c,"50RVFD",D,"Roseville Fire",Fire-Tac,"Macomb County (50) SERESA"
2893,b4d,"50EPFD",D,"Eastpointe Fire",Fire-Tac,"Macomb County (50) SERESA"
2894,b4e,"50HTFD",D,"Harrison Twp. Fire Dispatch",Fire Dispatch,"Macomb County (50) Southern Public Safety"
2895,b4f,"50MATS1",D,"Macomb Auto Theft Squad 1",Law Tac,"Macomb County (50) Law Enforcement"
2896,b50,"50LXFD",D,"Lenox Twp. Fire Dispatch",Fire Dispatch,"Macomb County (50) Northern Public Safety"
2897,b51,"50NHFD",D,"New Haven Fire Dispatch",Fire Dispatch,"Macomb County (50) Northern Public Safety"
2898,b52,"50NBFD",D,"New Baltimore Fire Dispatch",Fire Dispatch,"Macomb County (50) Southern Public Safety"
2899,b53,"50RMFD",D,"Richmond Fire Dispatch",Fire Dispatch,"Macomb County (50) Northern Public Safety"
2900,b54,"50CTFD3",D,"Clinton Twp. Fire Secondary",Fire-Talk,"Macomb County (50) Southern Public Safety"
2902,b56,"50FRFD",D,"Public Safety Fire",Fire-Tac,"Macomb County (50) SERESA"
2903,b57,"82HPPD1",D,"Police Dispatch",Law Dispatch,"Wayne County (82) Highland Park"
2904,b58,"82HPPD2",D,"Police Secondary",Law Tac,"Wayne County (82) Highland Park"
2905,b59,"82HPFD2",D,"Fire Proprietary",Fire-Talk,"Wayne County (82) Highland Park"
2906,b5a,"82HPFD1",D,"Fire Dispatch (Alternate)",Fire Dispatch,"Wayne County (82) Highland Park"
2907,b5b,"82HPWTR",D,"Water Dept.",Public Works,"Wayne County (82) Highland Park"
2908,b5c,"50MATS2",D,"Macomb Auto Theft Squad 2",Law Tac,"Macomb County (50) Law Enforcement"
2910,b5e,"82HEMS1",D,"HEMS: Switchboard / Calling",Hospital,"Wayne County (82) Hospitals"
2911,b5f,"82HEMS2",D,"EMS to Hospital",Hospital,"Wayne County (82) Hospitals"
2914,b62,"82F911",D,"County Fire",Fire Dispatch,"Wayne County (82) Fire"
2915,b63,"82SPEV4",D,"Special Events 4 (All Radios)",Law Tac,"Wayne County (82) Common/Interop"
2916,b64,"82SPEV5",D,"Special Events 5 (All Radios)",Law Tac,"Wayne County (82) Common/Interop"
2917,b65,"82HEMS8",D,"EMS to Hospital",Hospital,"Wayne County (82) Hospitals"
2918,b66,"82HEMS9",D,"EMS to Hospital",Hospital,"Wayne County (82) Hospitals"
2919,b67,"82HEMS0",D,"EMS to Hospital",Hospital,"Wayne County (82) Hospitals"
2921,b69,"50BOAT1",D,"Sheriff Marine Division 1",Law Talk,"Macomb County (50) Law Enforcement"
2922,b6a,"50BOAT2",D,"Sheriff Marine Division 2",Law Talk,"Macomb County (50) Law Enforcement"
2926,b6e,"25HZMT1",D,"Hazmat 1",Fire-Tac,"Genesee County (25) Fire"
2928,b70,"25REDC1",D,"Genesee County: Ops 1",Emergency Ops,"American Red Cross"
2929,b71,"50SCTRAF",D,"St. Clair Shores Police Traffic Division",Law Talk,"Macomb County (50) SERESA"
2930,b72,"50SCCOM",D,"St. Clair Shores Citywide Common",Interop,"Macomb County (50) SERESA"
2931,b73,"50SCEM1",D,"St. Clair Shores Emergency Scene 1 (All Radios)",Interop,"Macomb County (50) SERESA"
2932,b74,"50SCCID",DE,"St. Clair Shores Police Criminal Investigations Division",Law Talk,"Macomb County (50) SERESA"
2934,b76,"50SCPATSUR ",D,"St. Clair Shores Police Tactical/Surveillance",Law Tac,"Macomb County (50) SERESA"
2938,b7a,"50FRCID",D,"Fraser Police Criminal Investigation Division",Law Talk,"Macomb County (50) SERESA"
2939,b7b,"50EPCID",D,"Eastpointe Police Criminal Investigation Division",Law Talk,"Macomb County (50) SERESA"
2940,b7c,"50RVDRUG",D,"Roseville Police Narcotics Enforcement",Law Tac,"Macomb County (50) SERESA"
2950,b86,"ITCSOUTH",DE,"South Zone Operations",Utilities,"International Transmission Company"
2951,b87,"ITCWEST",DE,"West Zone Operations",Utilities,"International Transmission Company"
2953,b89,"ITC ? 1",D,"ITC - unknown use",Utilities,"International Transmission Company"
2954,b8a,"74EDU1",D,"Algonac",Schools,"St. Clair County (74) Public Schools Transportation"
2955,b8b,"74EDU2",D,"Capac/Yale",Schools,"St. Clair County (74) Public Schools Transportation"
2956,b8c,"74EDU3",D,"East China",Schools,"St. Clair County (74) Public Schools Transportation"
2957,b8d,"74EDU4",D,"Marysville",Schools,"St. Clair County (74) Public Schools Transportation"
2958,b8e,"74EDU5",D,"Memphis",Schools,"St. Clair County (74) Public Schools Transportation"
2959,b8f,"74EDU6",D,"Port Huron",Schools,"St. Clair County (74) Public Schools Transportation"
2963,b93,"50FRTRAF",D,"Fraser Police Traffic Division",Law Talk,"Macomb County (50) SERESA"
2969,b99,"50SHDPW",D,"DPW and Water Departments",Public Works,"Macomb County (50) Sterling Heights"
2972,b9c,"50SHSPEV1",D,"Special Events 1",Interop,"Macomb County (50) Sterling Heights"
2973,b9d,"50SHSPEV2",D,"Special Events 2",Interop,"Macomb County (50) Sterling Heights"
2974,b9e,"50SHCOM",D,"Citywide Common",Interop,"Macomb County (50) Sterling Heights"
2976,ba0,"50RVSPEV1",D,"Roseville Special Events 1",Interop,"Macomb County (50) SERESA"
2977,ba1,"50RVTRAF",D,"Roseville Police Traffic Division",Law Talk,"Macomb County (50) SERESA"
2978,ba2,"50RVTAC",D,"Roseville Police Tactical",Law Tac,"Macomb County (50) SERESA"
2979,ba3,"50RVDB",D,"Roseville Police Detective Bureau",Law Tac,"Macomb County (50) SERESA"
2982,ba6,"50MCFD",D,"Mount Clemens Fire Dispatch",Fire Dispatch,"Macomb County (50) Southern Public Safety"
2985,ba9,"50MCLRN2",D,"McLaren-Macomb 2",Hospital,"Macomb County (50) Hospitals"
2986,baa,"50SJMAC",D,"Ascension Macomb St. John Hospital Health Center",Hospital,"Macomb County (50) Hospitals"
2987,bab,"63BEA",D,"EMS to Beaumont Royal Oak",Hospital,"Oakland County (63) Hospitals"
2988,bac,"50SJOMH",D,"Henry Ford Macomb Hosp",Hospital,"Macomb County (50) Hospitals"
2989,bad,"63WBHT",D,"William Beaumont Troy",Hospital,"Oakland County (63) Hospitals"
2990,bae,"63CRITT",D,"Crittendon",Hospital,"Oakland County (63) Hospitals"
2991,baf,"63SJNOH",D,"St John Oakland",Hospital,"Oakland County (63) Hospitals"
2997,bb5,"50SHTRAF",D,"Police Traffic Enforcement",Law Talk,"Macomb County (50) Sterling Heights"
2999,bb7,"MOTECH2",DE,"Motorola Engineering Technicians 2",Public Works,"MPSCS Technicians"
3001,bb9,"D5EAC",D,"Southwest Region: Emergency All Call (Emergency Broadcasts)",Emergency Ops,"State Police District 5 - Southwest Region"
3002,bba,"D6EAC",D,"Grand Valley Region: Emergency All Call (Emergency Broadcasts) ",Emergency Ops,"State Police District 6 - Grand Valley Region"
3003,bbb,"MSP5",D,"MSP District 5",Law Talk,"State Police - Statewide"
3004,bbc,"MSP6",D,"MSP District 6",Law Talk,"State Police - Statewide"
3005,bbd,"STATW5",D,"Statewide District - 5",Interop,"MPSCS Statewide"
3006,bbe,"STATW6",D,"Statewide District - 6",Interop,"MPSCS Statewide"
3007,bbf,"D5LEIN",D,"Southwest Region: LEIN",Law Talk,"State Police District 5 - Southwest Region"
3008,bc0,"D6LEIN",D,"Grand Valley Region: LEIN",Law Talk,"State Police District 6 - Grand Valley Region"
3009,bc1,"D6CID1",DE,"Detectives 1",Law Tac,"State Police - Grand Valley Region C.I.D."
3010,bc2,"D6CID2",DE,"Detectives 2",Law Tac,"State Police - Grand Valley Region C.I.D."
3012,bc4,"D5MCD ",D,"Southwest Region: Motor Carrier Enforcement",Law Talk,"State Police District 5 - Southwest Region"
3013,bc5,"D6MCDN",D,"Motor Carrier Enforcement: North",Law Talk,"State Police District 6 - Grand Valley Region"
3016,bc8,"D53POST",D,"Post 53: Niles Post Channel",Law Talk,"State Police District 5 - Southwest Region"
3020,bcc,"70HOPESEC2",D,"Hope College Campus Safety 2",Law Talk,"Ottawa County (70) Law Enforcement"
3024,bd0,"13HAZ",D,"Countywide HazMat",Fire-Tac,"Calhoun County (13) Fire"
3025,bd1,"13LEIN",DE,"LEIN",Law Talk,"Calhoun County (13) Law Enforcement"
3026,bd2,"13P113",DE,"Sheriff Secondary Ch-2",Law Talk,"Calhoun County (13) Law Enforcement"
3028,bd4,"237RRT1",D,"Fire - Regional Response Team (HazMat)",Fire-Tac,"Calhoun County (13) Battle Creek"
3031,bd7,"70DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Ottawa County (70) Law Enforcement"
3034,bda,"CMET1",DE,"Central Michigan Enforcement Team 1",Law Tac,"State Police - Grand Valley Region C.I.D."
3035,bdb,"CMET2",DE,"Central Michigan Enforcement Team 2",Law Tac,"State Police - Grand Valley Region C.I.D."
3036,bdc,"D5CID",De,"SWET CID",Law Tac,"State Police - Southwest Region C.I.D."
3037,bdd,"237NARC",DE,"Police - Narcotics Enforcement Team",Law Tac,"Calhoun County (13) Battle Creek"
3038,bde,"B.C. NARC",DE,"Battle Creek Narcotics Enforcement Team",Law Tac,"State Police - Southwest Region C.I.D."
3039,bdf,"11DRUG",DE,"Countywide Narcotics Enforcement Common",Law Tac,"Berrien County (11) Law Enforcement"
3040,be0,"MSP 80 CID",D,"S.W.C.I.D. - Van Buren County",Law Tac,"State Police - Southwest Region C.I.D."
3041,be1,"41VICE",DE,"Countywide Vice Enforcement Common",Law Tac,"Kent County (41) County Law Enforcement"
3042,be2,"WEMET1",DE,"Western Metropolitan Enforcement Team 1",Law Tac,"State Police - Grand Valley Region C.I.D."
3043,be3,"WEMET2",DE,"Western Metropolitan Enforcement Team 2",Law Tac,"State Police - Grand Valley Region C.I.D."
3044,be4,"41MET1",DE,"Metro Enforcement Team Drug Unit 1",Law Tac,"Kent County (41) County Law Enforcement"
3045,be5,"41MET2",DE,"Metro Enforcement Team Drug Unit 2",Law Tac,"Kent County (41) County Law Enforcement"
3047,be7,"80COURT",D,"County Courts and Prosecuting Attorney",Law Talk,"Van Buren County (80) Law Enforcement"
3048,be8,"51PD",DE,"Police",Law Tac,"Manistee County (51) Law Enforcement"
3053,bed,"SWCID5",D,"District - 5 Statewide C.I.D.  ",Law Tac,"State Police - Southwest Region C.I.D."
3054,bee,"SWCID6",D,"District - 6 Statewide C.I.D.  ",Law Tac,"State Police - Grand Valley Region C.I.D."
3055,bef,"DNR07",D,"District 7: Dispatch",Law Dispatch,"State Dept. of Natural Resources - District 7"
3058,bf2,"DOC6101",D,"Muskegon County",Corrections,"State Dept. of Corrections - Northern Region"
3060,bf4,"DOC1201",D,"Branch County 1",Corrections,"State Dept. of Corrections - Southern Region"
3061,bf5,"D61POST",D,"Post 61: Rockford Post Channel",Law Talk,"State Police District 6 - Grand Valley Region"
3062,bf6,"DOC5901",D,"Montcalm County",Corrections,"State Dept. of Corrections - Southern Region"
3063,bf7,"DOC3401",D,"Ionia County 1",Corrections,"State Dept. of Corrections - Southern Region"
3065,bf9,"DOC3402",D,"Ionia County 2",Corrections,"State Dept. of Corrections - Southern Region"
3067,bfb,"D5NORTH",D,"Southwest Region: North Dispatch (Posts 51, 52)",Law Dispatch,"State Police District 5 - Southwest Region"
3068,bfc,"D5SOUTH",D,"Southwest Region: South Dispatch (Posts 53, 54)",Law Dispatch,"State Police District 5 - Southwest Region"
3069,bfd,"D6NORTH",D,"Grand Valley Region: North Dispatch (Posts 62, 63)",Law Dispatch,"State Police District 6 - Grand Valley Region"
3070,bfe,"D6SOUTH",D,"Grand Valley Region: South Dispatch (Posts 61, 64)",Law Dispatch,"State Police District 6 - Grand Valley Region"
3071,bff,"TECH5",DE,"District 5 Technicians",Public Works,"MPSCS Technicians"
3072,c00,"TECH6",DE,"District 6 Technicians",Public Works,"MPSCS Technicians"
3073,c01,"03DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Allegan County (03) Law Enforcement"
3074,c02,"08DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Barry County (08) Law Enforcement"
3077,c05,"13DRUG",De,"Countywide Narcotics Enforcement Common",Law Tac,"Calhoun County (13) Law Enforcement"
3080,c08,"34DRUG134",D,"Countywide Narcotics Enforcement Common",Law Talk,"Ionia County (34)"
3081,c09,"37DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Isabella County (37)"
3082,c0a,"39DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Kalamazoo County (39) Law Enforcement"
3083,c0b,"41DRUG",DE,"Countywide Narcotics Enforcement Common",Law Tac,"Kent County (41) County Law Enforcement"
3084,c0c,"D63POST",D,"Post 63: Mount Pleasant Post Channel",Law Talk,"State Police District 6 - Grand Valley Region"
3085,c0d,"53DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Mason County (53) Law Enforcement"
3086,c0e,"54DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Mecosta County (54)"
3087,c0f,"59DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Montcalm County (59)"
3088,c10,"61DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Muskegon County (61) Law Enforcement"
3089,c11,"62DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Newaygo County (62) Law Enforcement"
3090,c12,"64DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Oceana County (64) Law Enforcement "
3091,c13,"70SOCAR",D,"Sheriff Proprietary",Law Talk,"Ottawa County (70) Law Enforcement"
3092,c14,"75DRUG",DE,"Countywide Narcotics Enforcement Common",Law Tac,"St. Joseph County (75)"
3093,c15,"80DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Van Buren County (80) Law Enforcement"
3097,c19,"D62POST",D,"Post 62: Hart Post Channel",Law Talk,"State Police District 6 - Grand Valley Region"
3098,c1a,"D5POSTS",D,"Southwest Region: Districtwide",Law Talk,"State Police District 5 - Southwest Region"
3099,c1b,"34COM",D,"Countywide Common (Mutual Aid all agencies)",Interop,"Ionia County (34)"
3100,c1c,"34P911",D,"Police Dispatch",Law Dispatch,"Ionia County (34)"
3101,c1d,"34F911N",D,"North Fire Dispatch",Fire Dispatch,"Ionia County (34)"
3102,c1e,"34MD911",D,"EMS Dispatch",EMS Dispatch,"Ionia County (34)"
3103,c1f,"34P134",D,"Sheriff: Proprietary",Law Talk,"Ionia County (34)"
3104,c20,"34EMER",D,"Emergency Scene",Interop,"Ionia County (34)"
3106,c22,"491F911",D,"Ionia City Fire - Dispatch (Public Safety Police Ch-2)",Fire Dispatch,"Ionia County (34)"
3107,c23,"34SPEV1",D,"Special Events 1",Interop,"Ionia County (34)"
3108,c24,"34SPEV2",D,"Special Events 2",Interop,"Ionia County (34)"
3109,c25,"11SCOM",D,"Countywide South Common (Mutual Aid all agencies)",Interop,"Berrien County (11) Common/Interop"
3110,c26,"41COM",D,"Countywide Common (Mutual Aid all agencies) ",Interop,"Kent County (41) Common/Interop"
3111,c27,"67DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Osceola County (67)"
3112,c28,"EMMD5",D,"District 5",Emergency Ops,"State Police - Emergency Management and Homeland Security"
3113,c29,"EMMD6",D,"District 6",Emergency Ops,"State Police - Emergency Management and Homeland Security"
3118,c2e,"32P911",D,"Police Dispatch",Law Dispatch,"Huron County (32)"
3119,c2f,"DOC5301",D,"Mason 1",Corrections,"State Dept. of Corrections - Northern Region"
3121,c31,"DOC4301",D,"Lake County 1",Corrections,"State Dept. of Corrections - Northern Region"
3122,c32,"11P911",D,"Police Dispatch",Law Dispatch,"Berrien County (11) Law Enforcement"
3123,c33,"11PSLEIN",D,"LEIN South",Law Talk,"Berrien County (11) Law Enforcement"
3124,c34,"11P111A",DE,"Police Tactical "11 Sheriff"",Law Talk,"Berrien County (11) Law Enforcement"
3126,c36,"11SPEV1",D,"Special Events 1",Interop,"Berrien County (11) Common/Interop"
3127,c37,"11SPEV2",D,"Special Events 2",Interop,"Berrien County (11) Common/Interop"
3128,c38,"11EMER1",D,"Coordination with Emergency Mgmt.",Interop,"Berrien County (11) Common/Interop"
3130,c3a,"11F911",D,"Fire Dispatch "11 Fire"",Fire Dispatch,"Berrien County (11) Fire"
3133,c3d,"11DET",DE,"Detectives",Law Tac,"Berrien County (11) Law Enforcement"
3138,c42,"80COM",D,"Countywide COM (Mutual Aid all agencies)",Interop,"Van Buren County (80) Common/Interop"
3139,c43,"14COM",D,"Countywide Common (Mutual Aid all agencies)",Interop,"Cass County (14)"
3141,c45,"80P911",D,"County Police Dispatch",Law Dispatch,"Van Buren County (80) Law Enforcement"
3142,c46,"12P911",D,"Police Dispatch (Simulcasted on 155.520 MHz.)",Law Dispatch,"Branch County (12)"
3143,c47,"12COM",D,"Countywide Common (Mutual Aid all agencies)",Interop,"Branch County (12)"
3144,c48,"80SPEV1",D,"Special Event 1",Interop,"Van Buren County (80) Common/Interop"
3145,c49,"80SPEV2",D,"Special Event 2",Interop,"Van Buren County (80) Common/Interop"
3146,c4a,"80EMER",D,"Emergency Ops",Interop,"Van Buren County (80) Common/Interop"
3148,c4c,"14P911",D,"Police Dispatch (patched from 155.595)",Law Dispatch,"Cass County (14)"
3149,c4d,"80LEIN",D,"LEIN",Law Talk,"Van Buren County (80) Law Enforcement"
3150,c4e,"59P911",D,"Police Dispatch",Law Dispatch,"Montcalm County (59)"
3152,c50,"59E911",D,"EMS Dispatch (Patched with 155.175 MHz.)",EMS Dispatch,"Montcalm County (59)"
3153,c51,"59F911",D,"Fire Dispatch",Fire Dispatch,"Montcalm County (59)"
