2198,896,D,50STFD,Shelby Twp Fire Dispatch,Fire Dispatch,Macomb County 50 Southern Public Safety,1
2199,897,D,50STFD2,Shelby Twp Fire Fireground,Fire-Tac,Macomb County 50 Southern Public Safety,1
2202,89A,D,73PD406,Frankenmuth Police Proprietary,Law Talk,Saginaw County 73 Frankenmuth,1
2203,89B,D,73PD778,Tittabawassee Twp Police Proprietary,Law Talk,Saginaw County 73 Local Law Enforcement,1
2204,89C,D,73COM,Countywide Common Mutual Aid all agencies,Interop,Saginaw County 73 CommonInterop,1
2205,89D,D,PINCKNY8,Pinckney Rec Area,Law Talk,State Dept of Natural Resources  District 8,1
2206,89E,D,LHUDSON8,Lake Hudson Rec area,Law Talk,State Dept of Natural Resources  District 8,1
2207,89F,D,WATERLO8,Waterloo Recreation Area,Law Talk,State Dept of Natural Resources  District 8,1
2208,8A0,D,BAY CITY6,Bay City State Recreation Area,Law Talk,State Dept of Natural Resources  District 6,1
2209,8A1,D,SLEEPER6,Sleeper State Park,Law Talk,State Dept of Natural Resources  District 6,1
2210,8A2,D,LAPEER9,MetamoraHadley Recreation Area,Law Talk,State Dept of Natural Resources  District 9,1
2213,8A5,D,7LAKES9A,Seven Lakes State Park 1,Law Talk,State Dept of Natural Resources  District 9,1
2214,8A6,D,ALGNAC9A,Algonac State Park Primary,Law Talk,State Dept of Natural Resources  District 9,1
2215,8A7,D,HOLLY9,Holly Recreation Area,Law Talk,State Dept of Natural Resources  District 9,1
2228,8B4,D,47FD001,Hamburg Fireground,Fire-Talk,Livingston County 47 Fire,1
2229,8B5,D,47FD002,Howell Fireground,Fire-Talk,Livingston County 47 Fire,1
2230,8B6,D,47FD003,Brighton Fireground,Fire-Talk,Livingston County 47 Fire,1
2231,8B7,D,47FD004,Fowlerville Fireground,Fire-Talk,Livingston County 47 Fire,1
2232,8B8,D,47FD005,Putnam Fireground,Fire-Talk,Livingston County 47 Fire,1
2233,8B9,D,47FD006,Hartland Fireground,Fire-Talk,Livingston County 47 Fire,1
2234,8BA,D,47FD007,Unadilla Fireground,Fire-Talk,Livingston County 47 Fire,1
2235,8BB,D,47FD008,Green Oak Fireground,Fire-Talk,Livingston County 47 Fire,1
2236,8BC,D,47FMA,Mutual Aid Ops,Fire-Tac,Livingston County 47 Fire,1
2237,8BD,D,HVAD1,Huron Valley Ambulance Dispatch,EMS Dispatch,Emergent Health Partners,1
2238,8BE,D,HVAD2,Information 1,EMS-Tac,Emergent Health Partners,1
2239,8BF,D,HVAD3,Information 2,EMS-Tac,Emergent Health Partners,1
2240,8C0,D,HVACOM,Common,EMS-Tac,Emergent Health Partners,1
2241,8C1,D,DPDEPU1,Executive Protection Unit  1,Law Tac,Wayne County 82 Detroit Police  Specialized Tactical Units,1
2242,8C2,D,58SPEV1,Special Events 1 All Radios ,Multi-Tac,Monroe County 58 CommonInterop,1
2243,8C3,D,58SPEV2,Special Events 2 All Radios ,Multi-Tac,Monroe County 58 CommonInterop,1
2244,8C4,D,58EMER1,Emergency Scene 1 All Radios,Multi-Tac,Monroe County 58 CommonInterop,1
2245,8C5,D,58EMER2,Emergency Scene 2 All Radios,Multi-Tac,Monroe County 58 CommonInterop,1
2246,8C6,D,58EMER3,Emergency Scene 3 All Radios,Multi-Tac,Monroe County 58 CommonInterop,1
2247,8C7,D,58EMER4,Emergency Scene 4 All Radios,Multi-Tac,Monroe County 58 CommonInterop,1
2248,8C8,D,58EMER5,Emergency Scene 5 All Radios,Multi-Tac,Monroe County 58 CommonInterop,1
2249,8C9,D,58F911,Central 911 Fire Dispatch Crosspatched with 159090 MHz,Fire Dispatch,Monroe County 58 Fire,1
2250,8CA,D,58SPEV4,Special Events 4 All Radios ,Multi-Tac,Monroe County 58 CommonInterop,1
2251,8CB,D,58MRH1,Monroe Regional Hospital ER Replaces Med 10,Hospital,Monroe County 58 EMS,1
2252,8CC,D,58MRH3,Med Control Replaces Med 2,Hospital,Monroe County 58 EMS,1
2253,8CD,D,58MRH4,Med Control Replaces Med 6,Hospital,Monroe County 58 EMS,1
2254,8CE,D,50COM,Countywide Common Mutual Aid all agencies ,Interop,Macomb County 50 CommonInterop,1
2255,8CF,D,58MRH5,Med Control,Hospital,Monroe County 58 EMS,1
2264,8D8,D,82SPEV1,Special Events 1 All Radios,Law Tac,Wayne County 82 CommonInterop,1
2265,8D9,D,82SPEV2,Special Events 2 All Radios,Law Tac,Wayne County 82 CommonInterop,1
2266,8DA,D,82SPEV3,Special Events 3 All Radios,Law Tac,Wayne County 82 CommonInterop,1
2267,8DB,D,58HEALTH,Health Dept,EMS-Talk,Monroe County 58 Local Government,1
2268,8DC,D,74P911,Central 911 Police Dispatch,Law Dispatch,St Clair County 74 Law Enforcement,1
2270,8DE,D,74LEIN,Central 911 Police LEIN ,Law Talk,St Clair County 74 Law Enforcement,1
2271,8DF,D,74COM,Countywide Common Mutual Aid all agencies,Interop,St Clair County 74 CommonInterop,1
2272,8E0,D,74EMER,Emergency Mgmt Operations,Emergency Ops,St Clair County 74 Fire,1
2273,8E1,D,74OPS1A,Western OnScene Interoperability  All Agencies,Interop,St Clair County 74 CommonInterop,1
2274,8E2,D,74OPS2A,Northern OnScene Interoperability  All Agencies,Interop,St Clair County 74 CommonInterop,1
2275,8E3,D,CBPCOM,US Border Patrol Common,Federal,Federal Government  Law Enforcement,1
2276,8E4,D,CBPTAC1,US Border Patrol Tac 1,Federal,Federal Government  Law Enforcement,1
2277,8E5,D,CBPTAC2,US Border Patrol Tac 2,Federal,Federal Government  Law Enforcement,1
2278,8E6,D,CBPTAC3,US Border Patrol Tac 3,Federal,Federal Government  Law Enforcement,1
2279,8E7,D,CBPTAC4,US Border Patrol Tac 4,Federal,Federal Government  Law Enforcement,1
2280,8E8,D,BRIGTN8,Brighton State Recreation Area,Law Talk,State Dept of Natural Resources  District 8,1
2281,8E9,D,ILDLAK8,Island Lake Rec Area,Law Talk,State Dept of Natural Resources  District 8,1
2282,8EA,D,CHREG2,Region 2 Network,Hospital,State Dept of Community Health,1
2283,8EB,D,STERLNG9A,Sterling State Park Primary,Law Talk,State Dept of Natural Resources  District 9,1
2284,8EC,D,STERLNG9B,Sterling State Park Secondary,Law Talk,State Dept of Natural Resources  District 9,1
2285,8ED,D,BELVIL9,Belleville Lake Boat Launch,Law Talk,State Dept of Natural Resources  District 9,1
2286,8EE,D,PROUDLK,Proud Lake Recreation Area,Law Talk,State Dept of Natural Resources  District 9,1
2287,8EF,D,MAYBURY9,Maybury State Park,Law Talk,State Dept of Natural Resources  District 9,1
2288,8F0,D,SHARON8,Sharonville Shooting Range,Law Talk,State Dept of Natural Resources  District 8,1
2289,8F1,D,ALGNAC9B,Algonac State Park Secondary,Law Talk,State Dept of Natural Resources  District 9,1
2290,8F2,D,7LAKES9B,Seven Lakes State Park 2,Law Talk,State Dept of Natural Resources  District 9,1
2291,8F3,D,OAKLAND9,Bald Mountain State Recreation AreaDodge State Park,Law Talk,State Dept of Natural Resources  District 9,1
2293,8F5,D,58COM,Countywide Common Mutual Aid all agencies,Interop,Monroe County 58 CommonInterop,1
2294,8F6,DE,ITCNORTH,North Zone Operations,Utilities,International Transmission Company,1
2295,8F7,DE,ITCEAST,East Zone Operations,Utilities,International Transmission Company,1
2296,8F8,D,MPC1,Michigan Statewide Power Channel 1,Utilities,International Transmission Company,1
2297,8F9,D,MPC2,Michigan Statewide Power Channel 2,Utilities,International Transmission Company,1
2298,8FA,D,58F18L,Station 18 Luna Pier  Fireground,Fire-Talk,Monroe County 58 Fire,1
2299,8FB,D,58F29,Station 29 Whiteford Twp  Fireground,Fire-Talk,Monroe County 58 Fire,1
2300,8FC,D,58F37,Station 37 LMR  Fireground,Fire-Talk,Monroe County 58 Fire,1
2301,8FD,D,58F24,Station 24 Ida  Fireground,Fire-Talk,Monroe County 58 Fire,1
2302,8FE,D,58F36,Station 36 LaSalle Twp  Fireground,Fire-Talk,Monroe County 58 Fire,1
2303,8FF,D,58F38,Station 38 Exeter Twp  Fireground,Fire-Talk,Monroe County 58 Fire,1
2304,900,D,58F58,Station 58 Estral Beach  Fireground,Fire-Talk,Monroe County 58 Fire,1
2305,901,D,58FBED,Station 47 Bedford Twp  Fireground,Fire-Talk,Monroe County 58 Fire,1
2306,902,D,58F26,Station 26 Ash Twp  Fireground,Fire-Talk,Monroe County 58 Fire,1
2307,903,D,58F39,Station 39 Morin Point  Fireground,Fire-Talk,Monroe County 58 Fire,1
2308,904,D,58F42,Station 42 Ottawa Lake  Fireground,Fire-Talk,Monroe County 58 Fire,1
2309,905,D,58F33,Station 33 Newport  Fireground,Fire-Talk,Monroe County 58 Fire,1
2310,906,D,58F28,Station 28 Milan  Fireground,Fire-Talk,Monroe County 58 Fire,1
2311,907,D,58F35,Station 35 Monroe Twp  Fireground,Fire-Talk,Monroe County 58 Fire,1
2312,908,D,58F34,Station 34 South Rockwood  Fireground,Fire-Talk,Monroe County 58 Fire,1
2313,909,D,50MASH,County 911 Central Dispatch,Law Dispatch,Macomb County 50 Law Enforcement,1
2314,90A,D,58F41,Station 41 Monroe City   Fireground,Fire-Talk,Monroe County 58 Fire,1
2315,90B,D,58SPEV3,Special Events 3 All Radios ,Multi-Tac,Monroe County 58 CommonInterop,1
2316,90C,D,58F23,Station 23 Petersburg  Fireground,Fire-Talk,Monroe County 58 Fire,1
2317,90D,D,58F22,Station 22 Dundee Twp  Fireground,Fire-Talk,Monroe County 58 Fire,1
2318,90E,D,58F32,Station 32 Frenchtown Twp  Fireground,Fire-Talk,Monroe County 58 Fire,1
2319,90F,D,58F27,Station 27 Erie Twp  Fireground,Fire-Talk,Monroe County 58 Fire,1
2320,910,D,393COM,Citywide Common  Mutual Aid All Agencies,Interop,Genesee County 25 Fenton City,1
2321,911,D,50CHPD,Chesterfield Twp Police Dispatch,Law Dispatch,Macomb County 50 Southern Public Safety,1
2322,912,D,50CHLEIN,Chesterfield Twp Police LEIN,Law Talk,Macomb County 50 Southern Public Safety,1
2323,913,D,50CHPRP,Chesterfield Twp Police CartoCar,Law Talk,Macomb County 50 Southern Public Safety,1
2324,914,D,50CHCOM,Chesterfield Twp Common,Interop,Macomb County 50 Southern Public Safety,1
2325,915,D,50CHEVENT1,Chesterfield Twp Special Events 1,Interop,Macomb County 50 Southern Public Safety,1
2326,916,D,50CHEVENT2,Chesterfield Twp Special Events 2,Interop,Macomb County 50 Southern Public Safety,1
2328,918,D,50CHCID,Chesterfield Twp Police Detectives,Law Talk,Macomb County 50 Southern Public Safety,1
2329,919,D,50CHFD,Chesterfield Twp Fire Dispatch,Fire Dispatch,Macomb County 50 Southern Public Safety,1
2330,91A,D,613COM,New Haven Citywide Common,Interop,Macomb County 50 Northern Public Safety,1
2332,91C,D,50WATER,Water Dept,Public Works,Macomb County 50 County Government,1
2333,91D,D,50CTPRP,Clinton Twp Police Proprietary,Law Talk,Macomb County 50 Southern Public Safety,1
2334,91E,D,50NBPRP,New Baltimore Police CartoCar,Law Talk,Macomb County 50 Southern Public Safety,1
2337,921,D,58LEIN,Central 911 Police LEIN,Law Talk,Monroe County 58 Law Enforcement,1
2338,922,D,58P158,Sheriff Department Proprietary,Law Talk,Monroe County 58 Law Enforcement,1
2339,923,D,58LAW1,Central 911 Police Law Enforcement 1,Law Talk,Monroe County 58 Law Enforcement,1
2340,924,D,58LAW2,Central 911 Police Law Enforcement 2,Law Talk,Monroe County 58 Law Enforcement,1
2341,925,D,58L258,Sheriff Department Admin,Law Talk,Monroe County 58 Law Enforcement,1
2342,926,DE,58SRT1,Sheriff Department Special Response Team 1,Law Tac,Monroe County 58 Law Enforcement,1
2343,927,DE,58A158,Sheriff Department Command,Law Talk,Monroe County 58 Law Enforcement,1
2344,928,D,58JAIL,Sheriff Department Main Jail,Corrections,Monroe County 58 Law Enforcement,1
2345,929,D,58DORM,Sheriff Department Dunbar Road Correctional Facility,Corrections,Monroe County 58 Law Enforcement,1
2346,92A,D,58YOUTH,Youth Center,Corrections,Monroe County 58 Law Enforcement,1
2347,92B,D,58COURT,Sheriff Department Court Security,Law Talk,Monroe County 58 Law Enforcement,1
2348,92C,D,58SPEV5,Special Events 5 All Radios ,Multi-Tac,Monroe County 58 CommonInterop,1
2349,92D,D,58CO158,Sheriff Department Corrections Division,Corrections,Monroe County 58 Law Enforcement,1
2350,92E,D,58CS158,Sheriff Department Corrections Sergeants,Corrections,Monroe County 58 Law Enforcement,1
2351,92F,D,58AC158,Animal Control,Law Talk,Monroe County 58 Local Government,1
2352,930,D,58RECOR,Sheriff Department Records Division,Law Talk,Monroe County 58 Law Enforcement,1
2354,932,D,58PD381,Erie Twp Police Proprietary,Law Talk,Monroe County 58 Law Enforcement,1
2355,933,D,58PD541,Luna Pier Police Proprietary,Law Talk,Monroe County 58 Law Enforcement,1
2356,934,D,58MO911,Monroe City Police Dispatch,Law Dispatch,Monroe County 58 Law Enforcement,1
2357,935,D,58P590,Monroe City Police Proprietary,Law Talk,Monroe County 58 Law Enforcement,1
2358,936,D,58MPREC,Monroe City Police Records,Law Talk,Monroe County 58 Law Enforcement,1
2359,937,D,58EMD1,Emergency Management 1,Emergency Ops,Monroe County 58 Local Government,1
2360,938,D,58ROAD,Road Commission Primary,Public Works,Monroe County 58 Local Government,1
2361,939,D,58MRH,Monroe Regional Hospital,Hospital,Monroe County 58 EMS,1
2362,93A,D,58MODPW,Monroe City DPW,Public Works,Monroe County 58 Local Government,1
2363,93B,D,58WTCON,Whiteford Twp Constables,Law Talk,Monroe County 58 Law Enforcement,1
2364,93C,D,58PD750,South Rockwood Police Proprietary,Law Talk,Monroe County 58 Law Enforcement,1
2365,93D,D,58EMS,EMS Coordination,EMS-Talk,Monroe County 58 EMS,1
2366,93E,D,58COM2,Countywide Common 2 Mutual Aid all agencies,Interop,Monroe County 58 CommonInterop,1
2368,940,D,58P287,Carelton Police Proprietary,Law Talk,Monroe County 58 Law Enforcement,1
2370,942,D,79COM,Countywide Common Mutual Aid all agencies,Interop,Tuscola County 79 CommonInterop,1
2373,945,D,58FTONE,Central 911 Fire Toneouts,Fire Dispatch,Monroe County 58 Fire,1
2374,946,D,82NCFD3,Northville City Fire Proprietary 3,Fire-Tac,Wayne County 82 Northville City  Township,1
2375,947,DE,ITC,Ops,Utilities,International Transmission Company,1
2376,948,D,NSRPD1,Norfolk Southern 1,Law Tac,Railroad Police,1
2377,949,D,RAILCOM,Railroad Police Common,Law Tac,Railroad Police,1
2378,94A,D,CPRPD1,Canadian Pacific Railway 1,Law Tac,Railroad Police,1
2379,94B,D,CPRPD2,Canadian Pacific Railway 2,Law Tac,Railroad Police,1
2380,94C,D,CHREG2N,Region 2 North,Hospital,State Dept of Community Health,1
2385,951,D,50BRFD,Bruce Twp and Romeo Village Fire Dispatch,Fire Dispatch,Macomb County 50 Northern Public Safety,1
2391,957,D,50SPEV1,Special Events 1,Interop,Macomb County 50 CommonInterop,1
2392,958,D,50SPEV2,Special Events 2,Interop,Macomb County 50 CommonInterop,1
2397,95D,D,CHREG2S,Region 2 MCC Detroit HEMS,Hospital,State Dept of Community Health,1
2399,95F,D,25PEAC,Countywide  Emergency All Call,Emergency Ops,Genesee County 25 CommonInterop,1
2400,960,DE,25P911N,Central 911 Police North Dispatch,Law Dispatch,Genesee County 25 Law Enforcement,1
2401,961,DE,25P911S,Central 911 Police South Dispatch,Law Dispatch,Genesee County 25 Law Enforcement,1
2402,962,D,25F911,Central 911 Fire Dispatch,Fire Dispatch,Genesee County 25 Fire,1
2403,963,D,25FG2,Countywide Fireground 2,Fire-Tac,Genesee County 25 Fire,1
2404,964,D,25FG3,Countywide Fireground 3,Fire-Tac,Genesee County 25 Fire,1
2405,965,D,25FG4,Countywide Fireground 4,Fire-Tac,Genesee County 25 Fire,1
2406,966,D,25FG5,Countywide Fireground 5,Fire-Tac,Genesee County 25 Fire,1
2407,967,D,25FG6,Countywide Fireground 6,Fire-Tac,Genesee County 25 Fire,1
2408,968,D,25FG7,Countywide Fireground 7,Fire-Tac,Genesee County 25 Fire,1
2409,969,D,25FG8,Countywide Fireground 8,Fire-Tac,Genesee County 25 Fire,1
2410,96A,D,25FG9,Countywide Fireground 9,Fire-Tac,Genesee County 25 Fire,1
2411,96B,D,25FG10,Countywide Fireground 10,Fire-Tac,Genesee County 25 Fire,1
2412,96C,DE,25NELAW,Northeast Law Enforcement Shared Common,Law Talk,Genesee County 25 Law Enforcement,1
2413,96D,DE,25SELAW,Southeast Law Enforcement Shared Common,Law Talk,Genesee County 25 Law Enforcement,1
2414,96E,DE,25NWLAW,Northwest Law Enforcement Shared Common,Law Talk,Genesee County 25 Law Enforcement,1
2415,96F,DE,25SWLAW,Southwest Law Enforcement Shared Common,Law Talk,Genesee County 25 Law Enforcement,1
2416,970,DE,25LAW1,Central 911 Police Law Enforcement 1,Law Talk,Genesee County 25 Law Enforcement,1
2417,971,DE,25LAW2,Central 911 Police Law Enforcement 2,Law Talk,Genesee County 25 Law Enforcement,1
2418,972,DE,25DET,Countywide Detectives Common,Law Talk,Genesee County 25 Law Enforcement,1
2419,973,D,25SPEV1,Special Events 1,Interop,Genesee County 25 CommonInterop,1
2420,974,D,25SPEV2,Special Events 2,Interop,Genesee County 25 CommonInterop,1
2421,975,D,25SPEV3,Special Events 3,Interop,Genesee County 25 CommonInterop,1
2422,976,D,25EMER1,Countywide Emergency 1,Interop,Genesee County 25 CommonInterop,1
2423,977,D,25EMER2,Countywide Emergency 2,Interop,Genesee County 25 CommonInterop,1
2424,978,D,25EMS1,Central 911 EMS Dispatch,EMS Dispatch,Genesee County 25 Emergency Medical,1
2425,979,D,25EMS2,Central 911 EMS Tactical,EMS-Tac,Genesee County 25 Emergency Medical,1
2426,97A,D,25COD1,Coordinators 1,Fire-Tac,Genesee County 25 Fire,1
2427,97B,D,25COD2,Coordinators 2,Fire-Tac,Genesee County 25 Fire,1
2428,97C,D,25SPO1,Special Operations 1,Interop,Genesee County 25 CommonInterop,1
2429,97D,D,25SPO2,Special Operations 2,Interop,Genesee County 25 CommonInterop,1
2437,985,DE,25ANIMAL,County Animal Control Dispatch,Law Dispatch,Genesee County 25 Law Enforcement,1
2456,998,DE,25COURT1,Sheriffs Dept Circuit Court Services Division  Proprietary 1,Law Talk,Genesee County 25 Law Enforcement,1
2461,99D,DE,25COURT2,Sheriffs Dept District Court Services Division   Proprietary 2,Law Talk,Genesee County 25 Law Enforcement,1
2465,9A1,D,25GCDC1,Drain Commission Water  Waste Services 1,Public Works,Genesee County 25 County Government,1
2466,9A2,D,25F21,Atlas Twp Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2468,9A4,D,25F23,Burton City Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2469,9A5,D,25F24,Clio Area Fire Authority Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2470,9A6,DE,25F25,DavisonRichfield Area Fire Authority Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2471,9A7,D,25F26,Flushing Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2472,9A8,D,25F27,Flint Twp Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2473,9A9,D,25F29,Genesee Twp Fire Station 1 Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2474,9AA,D,25F31,Genesee Twp Fire Station 2 Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2475,9AB,D,25F32,Grand Blanc Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2476,9AC,D,25F34,Linden City Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2477,9AD,DE,25F35,Montrose Twp Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2479,9AF,DE,25F37,Mount Morris Twp Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2480,9B0,DE,25F38,Mundy Twp Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2481,9B1,DE,25F39,Forest Twp Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2482,9B2,DE,25F41,Swartz Creek Area Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2483,9B3,DE,25PD257,Bishop Int Airport Authority Police Crash Fire Rescue  Proprietary,Multi-Talk,Genesee County 25 Law Enforcement,1
2484,9B4,DE,25F44,Mount Morris City Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2486,9B6,D,25F47,Argentine Twp Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2487,9B7,D,25F48,Fenton Twp Fire Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2488,9B8,DE,25F49,Gaines Township Fire Department Proprietary Tactical,Fire-Tac,Genesee County 25 Fire,1
2489,9B9,D,25HMRT1,Hazardous Materials Response Team 1,Fire-Tac,Genesee County 25 Fire,1
2490,9BA,D,25HMRT2,Hazardous Materials Response Team 2,Fire-Tac,Genesee County 25 Fire,1
2491,9BB,DE,25GAIN,Genesee Auto Theft Investigation Network,Law Tac,Genesee County 25 Law Enforcement,1
2492,9BC,DE,25PD225,Sheriff Secondary CartoCar Proprietary,Law Talk,Genesee County 25 Law Enforcement,1
2493,9BD,DE,25PD125,Sheriff LEINPrimary CartoCar Proprietary,Law Talk,Genesee County 25 Law Enforcement,1
2495,9BF,DE,25PD219,Argentine Twp Police Proprietary,Law Talk,Genesee County 25 Law Enforcement,1
2497,9C1,DE,25PD321,Clio City Police Proprietary,Law Talk,Genesee County 25 Law Enforcement,1
2502,9C6,DE,25PD342,Davison City Police Proprietary,Law Talk,Genesee County 25 Law Enforcement,1
2504,9C8,DE,25PD399,Flint Twp Police Proprietary,Law Talk,Genesee County 25 Law Enforcement,1
2505,9C9,DE,399PD2,Flint Twp Police 2 Training,Law Tac,Genesee County 25 Law Enforcement,1
2506,9CA,DE,25PD400,Flushing City Police Proprietary,Law Talk,Genesee County 25 Law Enforcement,1
